id,county,name,type,star,ind_month,shift,num_infant,num_one,num_two,num_three,num_four,num_five,num_twelve,num_total,children_lic,children_max,cat_op,scc,employees,month,year
81000308,RUTHERFORD,CHOICE CARE ACADEMY,CENTERS,4-STAR,  8,3,0,0,0,0,0,0,0,0,0,0,Independent  Converted,Y,2,december,2017
81000312,RUTHERFORD,U AND I CHILD CARE CENTER,CENTERS,4-STAR,  6,1,0,10,7,3,12,6,0,38,45,42,Independent  Constructed for,Y,2,december,2017
81000312,RUTHERFORD,U AND I CHILD CARE CENTER,CENTERS,4-STAR,  6,2,0,0,0,0,0,0,0,0,45,0,Independent  Constructed for,Y,2,december,2017
81000312,RUTHERFORD,U AND I CHILD CARE CENTER,CENTERS,4-STAR,  6,3,0,0,0,0,0,0,0,0,0,0,Independent  Constructed for,Y,2,december,2017
8155056,RUTHERFORD,LITTLE RED SCHOOL,CENTERS,5-STAR,  8,1,4,9,12,6,12,12,17,72,84,84,Independent  Constructed for,Y,4,december,2017
8155056,RUTHERFORD,LITTLE RED SCHOOL,CENTERS,5-STAR,  8,2,0,0,0,0,0,0,0,0,29,0,Independent  Constructed for,Y,4,december,2017
8155056,RUTHERFORD,LITTLE RED SCHOOL,CENTERS,5-STAR,  8,3,0,0,0,0,0,0,0,0,0,0,Independent  Constructed for,Y,4,december,2017
8159002,RUTHERFORD,ALEXANDER BAPTIST DAY,CENTERS,GS110,  8,1,6,10,12,13,19,8,3,71,75,75,Religious    Religious,Y,3,december,2017
8159002,RUTHERFORD,ALEXANDER BAPTIST DAY,CENTERS,GS110,  8,2,0,0,0,0,0,0,0,0,0,0,Religious    Religious,Y,3,december,2017
8159002,RUTHERFORD,ALEXANDER BAPTIST DAY,CENTERS,GS110,  8,3,0,0,0,0,0,0,0,0,0,0,Religious    Religious,Y,3,december,2017
8159003,RUTHERFORD,TRINITY PRESCHOOL,CENTERS,GS110,  10,1,0,0,0,8,20,2,25,55,99,0,Private School Constructed for,Y,7,december,2017
8159003,RUTHERFORD,TRINITY PRESCHOOL,CENTERS,GS110,  10,2,0,0,0,0,0,0,0,0,0,0,Private School Constructed for,Y,7,december,2017
8159003,RUTHERFORD,TRINITY PRESCHOOL,CENTERS,GS110,  10,3,0,0,0,0,0,0,0,0,0,0,Private School Constructed for,Y,7,december,2017
82000019,SAMPSON,DEBBIE,HOMES,3-STAR,  6,1,1,2,0,1,0,0,0,4,8,8,Independent Family,Y,1,december,2017
82000019,SAMPSON,DEBBIE,HOMES,3-STAR,  6,2,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,december,2017
82000019,SAMPSON,DEBBIE,HOMES,3-STAR,  6,3,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,december,2017
82000039,SAMPSON,GAIL,HOMES,3-STAR,  6,1,0,1,1,0,0,0,0,2,8,8,Independent Family,Y,1,december,2017
82000039,SAMPSON,GAIL,HOMES,3-STAR,  6,2,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,december,2017
82000039,SAMPSON,GAIL,HOMES,3-STAR,  6,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,december,2017
82000106,SAMPSON,SHEKINAH GLORY DAYCARE,HOMES,3-STAR,  7,1,0,0,0,1,1,0,2,4,8,8,Independent Family,Y,1,december,2017
82000106,SAMPSON,SHEKINAH GLORY DAYCARE,HOMES,3-STAR,  7,2,0,0,0,0,0,0,1,1,8,8,Independent Family,Y,1,december,2017
82000106,SAMPSON,SHEKINAH GLORY DAYCARE,HOMES,3-STAR,  7,3,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,december,2017
82000115,SAMPSON,MS SARA,HOMES,2-STAR,  2,1,0,1,1,2,1,0,2,7,8,8,Independent Family,N,1,december,2017
82000115,SAMPSON,MS SARA,HOMES,2-STAR,  2,2,0,0,0,0,0,0,0,0,0,0,Independent Family,N,1,december,2017
82000115,SAMPSON,MS SARA,HOMES,2-STAR,  2,3,0,0,0,0,0,0,0,0,0,0,Independent Family,N,1,december,2017
82000126,SAMPSON,DOLLY,HOMES,4-STAR,  3,1,0,0,0,1,3,0,3,7,8,8,Independent Family,Y,1,december,2017
82000126,SAMPSON,DOLLY,HOMES,4-STAR,  3,2,0,0,0,1,0,0,1,2,8,8,Independent Family,Y,1,december,2017
82000126,SAMPSON,DOLLY,HOMES,4-STAR,  3,3,0,0,0,1,0,0,0,1,8,8,Independent Family,Y,1,december,2017
82000156,SAMPSON,MARGIE HILL,HOMES,1-STAR,  8,1,1,0,3,0,1,0,0,5,8,8,Independent Family,N,1,december,2017
82000156,SAMPSON,MARGIE HILL,HOMES,1-STAR,  8,2,0,0,0,0,0,0,0,0,0,0,Independent Family,N,1,december,2017
82000156,SAMPSON,MARGIE HILL,HOMES,1-STAR,  8,3,0,0,0,0,0,0,0,0,0,0,Independent Family,N,1,december,2017
82000158,SAMPSON,EWEE LAMBS DAY CARE,HOMES,5-STAR,  10,1,0,0,3,1,0,1,3,8,8,8,Independent Family,Y,0,december,2017
82000158,SAMPSON,EWEE LAMBS DAY CARE,HOMES,5-STAR,  10,2,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,0,december,2017
82000158,SAMPSON,EWEE LAMBS DAY CARE,HOMES,5-STAR,  10,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,0,december,2017
82000165,SAMPSON,HICKS CHILD CARE,HOMES,3-STAR,  4,1,0,0,2,0,0,1,3,6,8,8,Independent Family,Y,1,december,2017
82000165,SAMPSON,HICKS CHILD CARE,HOMES,3-STAR,  4,2,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,december,2017
82000165,SAMPSON,HICKS CHILD CARE,HOMES,3-STAR,  4,3,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,december,2017
82000194,SAMPSON,LOTTIE,HOMES,4-STAR,  9,1,0,2,2,2,0,0,1,7,8,8,Independent Family,Y,1,december,2017
82000194,SAMPSON,LOTTIE,HOMES,4-STAR,  9,2,0,0,0,1,0,1,0,2,8,8,Independent Family,Y,1,december,2017
82000194,SAMPSON,LOTTIE,HOMES,4-STAR,  9,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,december,2017
82000217,SAMPSON,TINY MIRACLES,HOMES,4-STAR,  0,1,0,0,2,0,0,0,0,2,8,8,Independent Family,Y,1,december,2017
82000217,SAMPSON,TINY MIRACLES,HOMES,4-STAR,  0,2,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,december,2017
82000217,SAMPSON,TINY MIRACLES,HOMES,4-STAR,  0,3,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,december,2017
82000265,SAMPSON,HILDER,HOMES,3-STAR,  8,1,0,0,1,1,0,0,2,4,8,8,Independent Family,N,1,december,2017
82000265,SAMPSON,HILDER,HOMES,3-STAR,  8,2,0,0,0,0,0,0,0,0,8,8,Independent Family,N,1,december,2017
82000265,SAMPSON,HILDER,HOMES,3-STAR,  8,3,0,0,0,0,0,0,0,0,8,8,Independent Family,N,1,december,2017
82000290,SAMPSON,SUNNY DAY CARE HOME,HOMES,3-STAR,  0,1,0,0,0,2,0,0,1,3,8,8,Independent Family,Y,1,december,2017
82000290,SAMPSON,SUNNY DAY CARE HOME,HOMES,3-STAR,  0,2,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,december,2017
82000290,SAMPSON,SUNNY DAY CARE HOME,HOMES,3-STAR,  0,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,december,2017
82000291,SAMPSON,SMALL MIRACLES CHILD CARE,HOMES,3-STAR,  12,1,0,1,0,1,1,0,0,3,8,8,Independent Modular,Y,1,december,2017
82000291,SAMPSON,SMALL MIRACLES CHILD CARE,HOMES,3-STAR,  12,2,0,0,0,0,0,0,0,0,8,8,Independent Modular,Y,1,december,2017
82000291,SAMPSON,SMALL MIRACLES CHILD CARE,HOMES,3-STAR,  12,3,0,0,0,0,0,0,0,0,0,0,Independent Modular,Y,1,december,2017
