id,county,type,star,shift,num_infant,num_one,num_two,num_three,num_four,num_five,num_twelve,num_total,children_lic,children_max,cat_op,scc,employees,month,year
01000028,ALAMANCE,HOMES,1-STAR,1,1,0,0,2,0,2,3,8,8,8,Independent Family,Y,1,march,2010
01000028,ALAMANCE,HOMES,1-STAR,2,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000028,ALAMANCE,HOMES,1-STAR,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000047,ALAMANCE,HOMES,3-STAR,1,0,0,0,0,1,0,4,5,8,8,Independent Family,Y,1,march,2010
01000047,ALAMANCE,HOMES,3-STAR,2,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,march,2010
01000047,ALAMANCE,HOMES,3-STAR,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000050,ALAMANCE,HOMES,1-STAR,1,0,1,1,3,0,1,3,9,8,8,Independent Family,N,1,march,2010
01000050,ALAMANCE,HOMES,1-STAR,2,0,0,0,0,0,0,0,0,0,0,Independent Family,N,1,march,2010
01000050,ALAMANCE,HOMES,1-STAR,3,0,0,0,0,0,0,0,0,0,0,Independent Family,N,1,march,2010
01000127,ALAMANCE,HOMES,3-STAR,1,0,1,0,0,0,0,0,1,8,8,Independent Family,Y,1,march,2010
01000127,ALAMANCE,HOMES,3-STAR,2,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000127,ALAMANCE,HOMES,3-STAR,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000152,ALAMANCE,HOMES,2-STAR,1,1,0,2,1,0,0,0,4,8,8,Independent Family,Y,1,march,2010
01000152,ALAMANCE,HOMES,2-STAR,2,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,march,2010
01000152,ALAMANCE,HOMES,2-STAR,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000176,ALAMANCE,HOMES,5-STAR,1,0,3,0,0,0,1,0,4,8,0,Independent Family,Y,1,march,2010
01000176,ALAMANCE,HOMES,5-STAR,2,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000176,ALAMANCE,HOMES,5-STAR,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000234,ALAMANCE,HOMES,2-STAR,1,0,0,0,0,1,0,1,2,5,5,Independent Family,Y,1,march,2010
01000234,ALAMANCE,HOMES,2-STAR,2,0,0,0,0,0,0,0,0,5,5,Independent Family,Y,1,march,2010
01000234,ALAMANCE,HOMES,2-STAR,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000254,ALAMANCE,HOMES,4-STAR,1,1,1,1,0,0,0,3,6,5,5,Independent Family,Y,1,march,2010
01000254,ALAMANCE,HOMES,4-STAR,2,0,0,0,0,0,0,0,0,5,5,Independent Family,Y,1,march,2010
01000254,ALAMANCE,HOMES,4-STAR,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000270,ALAMANCE,HOMES,1-STAR,1,0,1,1,1,0,0,0,3,5,5,Independent Family,Y,1,march,2010
01000270,ALAMANCE,HOMES,1-STAR,2,0,1,1,0,0,0,0,2,5,5,Independent Family,Y,1,march,2010
01000270,ALAMANCE,HOMES,1-STAR,3,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
01000289,ALAMANCE,HOMES,4-STAR,1,0,3,1,1,0,0,4,9,8,8,Independent Family,Y,1,march,2010
01000289,ALAMANCE,HOMES,4-STAR,2,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,march,2010
01000289,ALAMANCE,HOMES,4-STAR,3,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,march,2010
01000293,ALAMANCE,HOMES,3-STAR,1,0,0,0,0,1,0,5,6,8,8,Independent Family,Y,1,march,2010
01000293,ALAMANCE,HOMES,3-STAR,2,0,0,0,0,0,0,0,0,0,0,Independent Family,Y,1,march,2010
